split,unit,rmse,age_rmse,leak_peak,diagnosable,ds,failure_mode
8,5006,8.059092198854565,5.915116489345579,1.0,False,DS05,HPC
8,5007,9.687962120826624,10.616453109685182,1.0,False,DS05,HPC
8,5008,9.539464692264827,15.135003604946984,1.0,False,DS05,HPC
8,5009,7.331397784937538,3.9190852597376407,1.0,False,DS05,HPC
8,5010,6.851376575413437,8.179033609085891,1.0,False,DS05,HPC
8,6001,8.619503583479466,4.7256267266437275,1.0,False,DS06,HPC+LPC
8,6002,6.944966573542687,4.7256267266437275,1.0,False,DS06,HPC+LPC
8,6003,7.837894775105096,7.912446965393962,1.0,False,DS06,HPC+LPC
8,6004,8.098566839921512,12.173537203217313,1.0,False,DS06,HPC+LPC
8,6005,14.339056529594163,20.50109165697289,1.0,False,DS06,HPC+LPC
8,6006,6.636482291381587,4.916833292186453,1.0,False,DS06,HPC+LPC
8,6007,8.161878133569086,6.482553383860399,1.0,False,DS06,HPC+LPC
8,6008,10.068299388881641,15.135003604946984,1.0,False,DS06,HPC+LPC
8,6009,6.466426072465167,3.9190852597376407,1.0,False,DS06,HPC+LPC
8,6010,6.77609982302416,8.179033609085891,1.0,False,DS06,HPC+LPC
8,7005,8.724000411700992,10.616453109685182,1.0,True,DS07,LPT
8,8001,4.844369383191987,0.939355733661886,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
8,8009,18.081049457128458,17.90617561503123,1.0,True,DS08a-009,HPC+HPT+LPC+LPT+fan
8,9007,13.01678568485136,10.909209435642143,1.0,True,DS08c-008,HPC+HPT+LPC+LPT+fan
9,1008,13.350967468405035,13.394211823727204,1.0,True,DS01-005,HPT
9,2005,11.789867751549924,13.394211823727204,1.0,True,DS02-006,HPT+LPT
9,3010,4.377682490763764,7.247699515466624,1.0,True,DS03-012,HPT+LPT
9,3012,15.010461907323924,16.27095674849771,1.0,True,DS03-012,HPT+LPT
9,4001,13.272789518709578,11.882351183973546,1.0,False,DS04,fan
9,4002,20.82317206066755,0.29340235203643467,1.0,False,DS04,fan
9,4003,18.487576431520633,20.87152193668766,1.0,False,DS04,fan
9,4004,23.49063964481017,4.254795007169332,1.0,False,DS04,fan
9,4005,16.29795371655855,20.87152193668766,1.0,False,DS04,fan
9,4006,14.157984376134944,8.701043629244175,1.0,False,DS04,fan
9,4007,9.677746305321023,11.882351183973546,1.0,False,DS04,fan
9,4008,17.85858129270444,20.246064506253802,1.0,False,DS04,fan
9,4009,15.577786810563559,0.29340235203643467,1.0,False,DS04,fan
9,4010,18.257923563303684,10.318724776262862,1.0,False,DS04,fan
9,5001,9.308636788805485,6.167695350230892,1.0,False,DS05,HPC
9,5002,7.914870752413655,6.167695350230892,1.0,False,DS05,HPC
9,5003,7.724987617423211,8.246017785782941,1.0,False,DS05,HPC
9,5004,12.196437890015462,20.246064506253802,1.0,False,DS05,HPC
9,5005,14.440240047888583,20.87152193668766,1.0,False,DS05,HPC
9,5006,5.815681043279196,6.249604728753835,1.0,False,DS05,HPC
9,5007,10.903523889525584,10.318724776262862,1.0,False,DS05,HPC
